0.00006 0.00017 0.00016 0.00017 0.00025 0.00030 0.00016 0.00004 0.00007 0.00006 0.00010 0.00006 0.00004 0.00004 0.00002 0.00003 0.00009 0.00018 0.00015 0.00017 0.00008 0.00008 0.00010 0.00029 0.00021 0.00025 0.00114 0.00011 0.00009 0.00021 0.00064 0.00130 0.00112 0.00051 0.00057 0.00136 0.00020 0.00081 0.00165 0.00160 0.00210 0.00108 0.00190 0.00540 0.00199 
0.00006 0.00017 0.00016 0.00017 0.00025 0.00030 0.00016 0.00004 0.00007 0.00006 0.00010 0.00006 0.00004 0.00004 0.00002 0.00003 0.00009 0.00018 0.00015 0.00017 0.00008 0.00008 0.00010 0.00029 0.00021 0.00025 0.00114 0.00011 0.00009 0.00021 0.00064 0.00130 0.00112 0.00051 0.00057 0.00136 0.00020 0.00081 0.00165 0.00160 0.00210 0.00108 0.00190 0.00540 0.00199 
0.00006 0.00017 0.00016 0.00017 0.00025 0.00030 0.00016 0.00004 0.00007 0.00006 0.00010 0.00006 0.00004 0.00004 0.00002 0.00003 0.00009 0.00018 0.00015 0.00017 0.00008 0.00008 0.00010 0.00029 0.00021 0.00025 0.00114 0.00011 0.00009 0.00021 0.00064 0.00130 0.00112 0.00051 0.00057 0.00136 0.00020 0.00081 0.00165 0.00160 0.00210 0.00108 0.00190 0.00540 0.00199 
0.00006 0.00017 0.00016 0.00017 0.00025 0.00030 0.00016 0.00004 0.00007 0.00006 0.00010 0.00006 0.00004 0.00004 0.00002 0.00003 0.00009 0.00018 0.00015 0.00017 0.00008 0.00008 0.00010 0.00029 0.00021 0.00025 0.00114 0.00011 0.00009 0.00021 0.00064 0.00130 0.00112 0.00051 0.00057 0.00136 0.00020 0.00081 0.00165 0.00160 0.00210 0.00108 0.00190 0.00540 0.00199 
0.00006 0.00017 0.00016 0.00017 0.00025 0.00030 0.00016 0.00004 0.00007 0.00006 0.00010 0.00006 0.00004 0.00004 0.00002 0.00003 0.00009 0.00018 0.00015 0.00017 0.00008 0.00008 0.00010 0.00029 0.00021 0.00025 0.00114 0.00011 0.00009 0.00021 0.00064 0.00130 0.00112 0.00051 0.00057 0.00136 0.00020 0.00081 0.00165 0.00160 0.00210 0.00108 0.00190 0.00540 0.00199 
0.00006 0.00017 0.00016 0.00017 0.00025 0.00030 0.00016 0.00004 0.00007 0.00006 0.00010 0.00006 0.00004 0.00004 0.00002 0.00003 0.00009 0.00018 0.00015 0.00017 0.00008 0.00008 0.00010 0.00029 0.00021 0.00025 0.00114 0.00011 0.00009 0.00021 0.00064 0.00130 0.00112 0.00051 0.00057 0.00136 0.00020 0.00081 0.00165 0.00160 0.00210 0.00108 0.00190 0.00540 0.00199 
0.00006 0.00017 0.00016 0.00017 0.00025 0.00030 0.00016 0.00004 0.00007 0.00006 0.00010 0.00006 0.00004 0.00004 0.00002 0.00003 0.00009 0.00018 0.00015 0.00017 0.00008 0.00008 0.00010 0.00029 0.00021 0.00025 0.00114 0.00011 0.00009 0.00021 0.00064 0.00130 0.00112 0.00051 0.00057 0.00136 0.00020 0.00081 0.00165 0.00160 0.00210 0.00108 0.00190 0.00540 0.00199 
0.00006 0.00017 0.00016 0.00017 0.00025 0.00030 0.00016 0.00004 0.00007 0.00006 0.00010 0.00006 0.00004 0.00004 0.00002 0.00003 0.00009 0.00018 0.00015 0.00017 0.00008 0.00008 0.00010 0.00029 0.00021 0.00025 0.00114 0.00011 0.00009 0.00021 0.00064 0.00130 0.00112 0.00051 0.00057 0.00136 0.00020 0.00081 0.00165 0.00160 0.00210 0.00108 0.00190 0.00540 0.00199 
0.00006 0.00017 0.00016 0.00017 0.00025 0.00030 0.00016 0.00004 0.00007 0.00006 0.00010 0.00006 0.00004 0.00004 0.00002 0.00003 0.00009 0.00018 0.00015 0.00017 0.00008 0.00008 0.00010 0.00029 0.00021 0.00025 0.00114 0.00011 0.00009 0.00021 0.00064 0.00130 0.00112 0.00051 0.00057 0.00136 0.00020 0.00081 0.00165 0.00160 0.00210 0.00108 0.00190 0.00540 0.00199 
0.00006 0.00017 0.00016 0.00017 0.00025 0.00030 0.00016 0.00004 0.00007 0.00006 0.00010 0.00006 0.00004 0.00004 0.00002 0.00003 0.00009 0.00018 0.00015 0.00017 0.00008 0.00008 0.00010 0.00029 0.00021 0.00025 0.00114 0.00011 0.00009 0.00021 0.00064 0.00130 0.00112 0.00051 0.00057 0.00136 0.00020 0.00081 0.00165 0.00160 0.00210 0.00108 0.00190 0.00540 0.00199 
0.00006 0.00017 0.00016 0.00017 0.00025 0.00030 0.00016 0.00004 0.00007 0.00006 0.00010 0.00006 0.00004 0.00004 0.00002 0.00003 0.00009 0.00018 0.00015 0.00017 0.00008 0.00008 0.00010 0.00029 0.00021 0.00025 0.00114 0.00011 0.00009 0.00021 0.00064 0.00130 0.00112 0.00051 0.00057 0.00136 0.00020 0.00081 0.00165 0.00160 0.00210 0.00108 0.00190 0.00540 0.00199 
0.00006 0.00017 0.00016 0.00017 0.00025 0.00030 0.00016 0.00004 0.00007 0.00006 0.00010 0.00006 0.00004 0.00004 0.00002 0.00003 0.00009 0.00018 0.00015 0.00017 0.00008 0.00008 0.00010 0.00029 0.00021 0.00025 0.00114 0.00011 0.00009 0.00021 0.00064 0.00130 0.00112 0.00051 0.00057 0.00136 0.00020 0.00081 0.00165 0.00160 0.00210 0.00108 0.00190 0.00540 0.00199 
